artist_name,track_name,popularity,track_id,track_uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,genre
FX Sleep Creator,Mindul Gamma,45,3LpE1uxGM1fO55mSDq2M6c,spotify:track:3LpE1uxGM1fO55mSDq2M6c,0.171,0.172,-18.841,0.0628,0.988,0.876,0.112,0.0207,123.336,216130,asmr
Gibi ASMR,Whispered Relaxing Haircut Pt. 1,43,1KBkjw9UB64F26LJn2rMD1,spotify:track:1KBkjw9UB64F26LJn2rMD1,0.474,0.0463,-39.577,0.0794,0.000715,0.0,0.169,0.101,87.28,365232,asmr
Masters of Binaurality,100-150 Hz Pads,45,4uTDjinJd0UitcEocsJwjh,spotify:track:4uTDjinJd0UitcEocsJwjh,0.106,0.0367,-24.917,0.152,0.893,0.808,0.111,0.58,77.667,228844,asmr
FX Sleep Creator,Binaural Gamma Sinus,45,5atzZuwR5UNZSCxkblkX2p,spotify:track:5atzZuwR5UNZSCxkblkX2p,0.183,0.0522,-26.128,0.0552,0.995,0.997,0.102,0.0221,68.155,203417,asmr
X Life,Laundry Room Washing Machine,43,0HbrN1BYDcn8wHoFpD2tjp,spotify:track:0HbrN1BYDcn8wHoFpD2tjp,0.155,0.00465,-39.735,0.0601,0.804,0.941,0.11,0.0345,132.341,139380,asmr
Weather Factory,Irish Rain and Thunder,39,4j3YRggLHjLwMmzABcgWLe,spotify:track:4j3YRggLHjLwMmzABcgWLe,0.0816,0.848,-19.556,0.06,0.682,0.913,0.209,0.0249,170.623,209374,asmr
Gibi ASMR,Whispered Relaxing Haircut Pt. 2,42,0N4PyikAFhX78iDgsHMme5,spotify:track:0N4PyikAFhX78iDgsHMme5,0.515,0.0356,-41.568,0.111,0.000943,0.000107,0.0786,0.119,101.757,356832,asmr
The Audio FX Crew,Evening by the river,41,4Kng9Nfr7xGuqiJ79gBsMU,spotify:track:4Kng9Nfr7xGuqiJ79gBsMU,0.162,0.986,-15.066,0.0642,0.946,0.899,0.489,0.00102,75.891,157154,asmr
ASMR HD,Asmr: Thunderstorm: Deep Sleep,41,7a1dLhvPOSKSLJvCnGoxRb,spotify:track:7a1dLhvPOSKSLJvCnGoxRb,0.131,0.763,-19.21,0.0499,0.0234,0.549,0.645,0.124,94.702,138205,asmr
ASMR HD,"Asmr: Calm Water Stream, Easy Sleep - Loopable",41,6Yf7AZideW2cVHcnhdoo7x,spotify:track:6Yf7AZideW2cVHcnhdoo7x,0.336,0.997,-19.583,0.159,0.575,0.813,0.872,0.0237,89.42,148821,asmr
Gibi ASMR,Whispered Relaxing Haircut Pt. 3,41,7mgkhhGswOCTyccHvWRjMI,spotify:track:7mgkhhGswOCTyccHvWRjMI,0.575,0.0461,-39.458,0.172,0.000197,2.73e-06,0.331,0.114,111.418,347016,asmr
Delta Hz,Binaural Drone 90 Hz - 94 Hz,45,3H6N95PUqsD5iOzPOtDmDy,spotify:track:3H6N95PUqsD5iOzPOtDmDy,0.202,0.0256,-30.112,0.0758,0.963,0.918,0.122,0.0803,128.13,203670,asmr
ASMR Anonymous,Computer Typing,45,2tHXEXIwCZ3Fqp2e5qJV6Y,spotify:track:2tHXEXIwCZ3Fqp2e5qJV6Y,0.29,0.0873,-50.618,0.0306,0.0152,0.889,0.104,0.0293,139.955,125496,asmr
Gibi ASMR,Whispered Relaxing Haircut Pt. 4,41,7m6D2ejHX0vpPEGJeQAseP,spotify:track:7m6D2ejHX0vpPEGJeQAseP,0.524,0.0361,-39.384,0.141,0.000128,0.00448,0.0704,0.181,104.517,332760,asmr
ASMR Glow,Intense Ear Relaxation Pt 1,44,4z8xtFGUkd2378nmpCkraN,spotify:track:4z8xtFGUkd2378nmpCkraN,0.535,0.0492,-39.104,0.183,0.00115,4.64e-05,0.301,0.233,112.067,339672,asmr
Gibi ASMR,Whispered Relaxing Haircut Pt. 5,40,1a60dSOLbMcZhrXs4w0XXM,spotify:track:1a60dSOLbMcZhrXs4w0XXM,0.378,0.0137,-40.685,0.198,2.96e-05,0.0133,0.121,0.204,85.446,340152,asmr
Nature Recordings,Sounds of Sad Whales,43,6I7MP0flhHZ7xKmsXm8S4F,spotify:track:6I7MP0flhHZ7xKmsXm8S4F,0.248,0.0477,-27.274,0.0434,0.991,0.962,0.0758,0.0324,67.588,114719,asmr
Gibi ASMR,Whispered Relaxing Haircut Pt. 6,40,21Fzow7ardx92MWMkgWoOH,spotify:track:21Fzow7ardx92MWMkgWoOH,0.346,0.0127,-41.408,0.141,2.31e-05,0.0245,0.0864,0.184,82.447,315600,asmr
ASMR Fan Sounds,White Noise Box Fan,36,70mSbSY5IOcidVw6SIxvZX,spotify:track:70mSbSY5IOcidVw6SIxvZX,0.166,0.211,-18.753,0.0874,0.145,0.688,0.505,0.0307,73.012,167594,asmr
ASMR Cherry Crush,Ear Licking,43,4HDPnTAh0PO6wxnFK5mhnN,spotify:track:4HDPnTAh0PO6wxnFK5mhnN,0.654,0.0905,-30.897,0.393,0.00468,0.642,0.246,0.219,73.547,308000,asmr
ASMR HD,Asmr: Big Air Conditioner,42,7DAEz5dtYUP2qkuOGsLE71,spotify:track:7DAEz5dtYUP2qkuOGsLE71,0.172,0.172,-20.766,0.0679,0.967,0.989,0.0993,0.0271,68.399,139861,asmr
ASMR HD,Asmr: Rain on Window - Deep Sleep Sound,40,1Wg38ZFXfsQrOyOyUO7FXO,spotify:track:1Wg38ZFXfsQrOyOyUO7FXO,0.276,0.985,-22.059,0.0464,0.857,0.649,0.949,0.0131,78.966,179736,asmr
Binaural reality,Binaural Whales Sound 2,41,0QQL2dGifMFHOpHRTjPuHB,spotify:track:0QQL2dGifMFHOpHRTjPuHB,0.183,0.152,-30.711,0.0896,0.95,0.895,0.0986,0.0382,74.09,205785,asmr
Vorssenn,Binaural Alpha Sinus 100 Hz - 108 Hz,55,4m9mcrSgs6uJk8ddws1Yz7,spotify:track:4m9mcrSgs6uJk8ddws1Yz7,0.163,0.0295,-29.83,0.0515,0.868,0.424,0.109,0.0523,70.496,206608,asmr
Ivo Phi,Binaural Theta Sinus - 130 Hz - L 137 Hz - R,53,7LU7ssbGncKCBlyESFZCue,spotify:track:7LU7ssbGncKCBlyESFZCue,0.139,0.0341,-33.45,0.105,0.749,0.596,0.0907,0.0365,176.308,210000,asmr
Mindful Behaviour,Alpha 10 Hz,53,7qULBKJPUl7W5yZ0rNFV34,spotify:track:7qULBKJPUl7W5yZ0rNFV34,0.328,0.0217,-31.895,0.101,0.971,0.961,0.108,0.235,70.365,207950,asmr
Nature Recordings,Summmer Forest,57,2zWCsaxlGbohARJlNQ5aSM,spotify:track:2zWCsaxlGbohARJlNQ5aSM,0.483,0.28,-33.437,0.224,0.119,0.597,0.316,0.083,138.287,243920,asmr
Vorssenn,Binaural Alpha Sinus 150 Hz - 164 Hz,53,4EjAX6Pb5O3NljvbaanrRB,spotify:track:4EjAX6Pb5O3NljvbaanrRB,0.237,0.00268,-37.978,0.0609,0.8,0.725,0.109,0.0259,137.786,202583,asmr
Masters of Binaurality,Binaural Cricket Forest,46,5RXK8nAPqcP8evMwzRUVat,spotify:track:5RXK8nAPqcP8evMwzRUVat,0.277,0.444,-33.466,0.0481,0.591,0.453,0.0836,0.0269,69.374,165102,asmr
ASMR For Sleep,Asmr: Relaxing Ocean,44,1bT8rryqE1Qe2elHd1Fivh,spotify:track:1bT8rryqE1Qe2elHd1Fivh,0.21,0.594,-18.816,0.0531,0.957,0.994,0.109,0.00505,70.912,102005,asmr
Gibi ASMR,Ear Attention Part 1,49,4qdYR3HNR2Hdc8z1zjOkQO,spotify:track:4qdYR3HNR2Hdc8z1zjOkQO,0.486,0.00573,-33.161,0.149,0.0254,0.637,0.111,0.0701,80.03,350712,asmr
The Monotone Droner,Limbo,48,5VPo4IXOerHSXbxfq1w4wL,spotify:track:5VPo4IXOerHSXbxfq1w4wL,0.225,0.0515,-26.232,0.0417,0.301,0.657,0.111,0.0226,90.533,204499,asmr
FX Technician,Crickets by the Ocean 2 Binaural Crickets by the Ocean 2 Binaural,44,5S3eCI1QR0NGpWTR5asKLO,spotify:track:5S3eCI1QR0NGpWTR5asKLO,0.146,0.998,-10.878,0.0602,0.915,0.858,0.358,0.0134,168.964,182069,asmr
Vorssenn,Binaural Alpha Sinus 120 Hz - 128 Hz,48,1dkEjpn7OcceNXA8TbO6fO,spotify:track:1dkEjpn7OcceNXA8TbO6fO,0.138,0.152,-17.319,0.0685,0.858,0.848,0.119,0.0349,81.558,208000,asmr
Nature Recordings,Birds And Breeze,50,5vRvzOHbx40CCMkmSC28fY,spotify:track:5vRvzOHbx40CCMkmSC28fY,0.199,0.358,-42.416,0.0508,0.59,0.000501,0.774,0.0167,138.944,232000,asmr
The Entrainment,Binaural Beta Sinus Drone II,48,0lkzynfIVpyaY80ARPIFwy,spotify:track:0lkzynfIVpyaY80ARPIFwy,0.0733,0.012,-28.885,0.0567,0.996,0.99,0.0864,0.0307,176.654,212000,asmr
Synchrophonic,Creature,48,6Vd4pngwOAsq3mDsiW3fKC,spotify:track:6Vd4pngwOAsq3mDsiW3fKC,0.271,0.00377,-38.675,0.05,0.933,0.973,0.106,0.0349,69.091,220368,asmr
Subtracters,Sinus 100 Hz - L 114 Hz - R Drone,48,7vHODRL4ZfNcnU6YJjMdT7,spotify:track:7vHODRL4ZfNcnU6YJjMdT7,0.267,0.0222,-30.942,0.0877,0.995,0.918,0.106,0.0316,65.044,204040,asmr
The Entrainment,Binaural Beta Sinus Drone IIII,47,57QUuHrWZz08HialRptMC4,spotify:track:57QUuHrWZz08HialRptMC4,0.169,0.00703,-33.925,0.0594,0.979,0.322,0.118,0.0269,136.396,214908,asmr
Gibi ASMR,Ear Attention Part 2,47,29UmoCMPRGV9c515o1ZEXY,spotify:track:29UmoCMPRGV9c515o1ZEXY,0.547,0.0145,-32.832,0.229,0.00456,0.0841,0.117,0.0632,94.392,285144,asmr
ASMR,Gamma Wave Sonic,46,0U6xL1QplCiY4y9vbwasf4,spotify:track:0U6xL1QplCiY4y9vbwasf4,0.0753,0.00953,-38.173,0.0451,0.963,0.981,0.114,0.0337,176.459,119648,asmr
FX Technician,Crickets by the Ocean,43,7nwaMlKXEzbOIEIpAKSUdU,spotify:track:7nwaMlKXEzbOIEIpAKSUdU,0.168,0.998,-10.537,0.0848,0.978,0.917,0.922,0.00861,75.186,240000,asmr
Gibi ASMR,Ear Attention Part 3,46,1Oc5mNfIwEewCQia21C6S4,spotify:track:1Oc5mNfIwEewCQia21C6S4,0.496,0.117,-31.399,0.226,0.0407,0.363,0.115,0.191,68.001,258578,asmr
Subtracters,Sinus 90 Hz - L 120 Hz - R Drone,46,0v2mApJ0py4fN6dqzkBJ5t,spotify:track:0v2mApJ0py4fN6dqzkBJ5t,0.213,0.15,-22.73,0.0454,0.777,0.938,0.111,0.0541,86.774,208000,asmr
ASMR SLEEP,Space Heater,40,606dXgatVWmz4j5Fwd6JNF,spotify:track:606dXgatVWmz4j5Fwd6JNF,0.181,0.143,-37.613,0.0608,0.93,0.176,0.111,0.0301,69.7,72081,asmr
Gibi ASMR,Ear Attention Part 4,45,0rxR6UpVjH3jjNfIV0OMA1,spotify:track:0rxR6UpVjH3jjNfIV0OMA1,0.402,0.00575,-35.858,0.141,0.203,0.643,0.105,0.0532,103.152,263882,asmr
FX Technician,Crickets Forest 1,42,4jS6Wivh5DWvmd3f5RdaFI,spotify:track:4jS6Wivh5DWvmd3f5RdaFI,0.256,0.295,-26.131,0.0491,0.16,0.973,0.232,0.137,71.304,147292,asmr
Ivo Phi,Binaural Theta Sinus - 100 Hz - L 104 Hz - R,44,6gviYIh8Y5nCzyPKfhigcR,spotify:track:6gviYIh8Y5nCzyPKfhigcR,0.213,0.0182,-33.426,0.0737,0.902,0.73,0.109,0.547,144.278,218000,asmr
Ivo Phi,Binaural Theta Sinus - 100 Hz - L 106 Hz - R,44,5aINJWtQyHHpSnIk5kdI16,spotify:track:5aINJWtQyHHpSnIk5kdI16,0.21,0.0402,-25.404,0.0535,0.934,0.965,0.0999,0.149,68.207,214085,asmr
FX Sleep Creator,Mindul Gamma,45,3LpE1uxGM1fO55mSDq2M6c,spotify:track:3LpE1uxGM1fO55mSDq2M6c,0.171,0.172,-18.841,0.0628,0.988,0.876,0.112,0.0207,123.336,216130,asmr
Gibi ASMR,Whispered Relaxing Haircut Pt. 1,43,1KBkjw9UB64F26LJn2rMD1,spotify:track:1KBkjw9UB64F26LJn2rMD1,0.474,0.0463,-39.577,0.0794,0.000715,0.0,0.169,0.101,87.28,365232,asmr
Masters of Binaurality,100-150 Hz Pads,45,4uTDjinJd0UitcEocsJwjh,spotify:track:4uTDjinJd0UitcEocsJwjh,0.106,0.0367,-24.917,0.152,0.893,0.808,0.111,0.58,77.667,228844,asmr
FX Sleep Creator,Binaural Gamma Sinus,45,5atzZuwR5UNZSCxkblkX2p,spotify:track:5atzZuwR5UNZSCxkblkX2p,0.183,0.0522,-26.128,0.0552,0.995,0.997,0.102,0.0221,68.155,203417,asmr
X Life,Laundry Room Washing Machine,43,0HbrN1BYDcn8wHoFpD2tjp,spotify:track:0HbrN1BYDcn8wHoFpD2tjp,0.155,0.00465,-39.735,0.0601,0.804,0.941,0.11,0.0345,132.341,139380,asmr
Weather Factory,Irish Rain and Thunder,39,4j3YRggLHjLwMmzABcgWLe,spotify:track:4j3YRggLHjLwMmzABcgWLe,0.0816,0.848,-19.556,0.06,0.682,0.913,0.209,0.0249,170.623,209374,asmr
Gibi ASMR,Whispered Relaxing Haircut Pt. 2,42,0N4PyikAFhX78iDgsHMme5,spotify:track:0N4PyikAFhX78iDgsHMme5,0.515,0.0356,-41.568,0.111,0.000943,0.000107,0.0786,0.119,101.757,356832,asmr
The Audio FX Crew,Evening by the river,41,4Kng9Nfr7xGuqiJ79gBsMU,spotify:track:4Kng9Nfr7xGuqiJ79gBsMU,0.162,0.986,-15.066,0.0642,0.946,0.899,0.489,0.00102,75.891,157154,asmr
ASMR HD,Asmr: Thunderstorm: Deep Sleep,41,7a1dLhvPOSKSLJvCnGoxRb,spotify:track:7a1dLhvPOSKSLJvCnGoxRb,0.131,0.763,-19.21,0.0499,0.0234,0.549,0.645,0.124,94.702,138205,asmr
ASMR HD,"Asmr: Calm Water Stream, Easy Sleep - Loopable",41,6Yf7AZideW2cVHcnhdoo7x,spotify:track:6Yf7AZideW2cVHcnhdoo7x,0.336,0.997,-19.583,0.159,0.575,0.813,0.872,0.0237,89.42,148821,asmr
Gibi ASMR,Whispered Relaxing Haircut Pt. 3,41,7mgkhhGswOCTyccHvWRjMI,spotify:track:7mgkhhGswOCTyccHvWRjMI,0.575,0.0461,-39.458,0.172,0.000197,2.73e-06,0.331,0.114,111.418,347016,asmr
Delta Hz,Binaural Drone 90 Hz - 94 Hz,45,3H6N95PUqsD5iOzPOtDmDy,spotify:track:3H6N95PUqsD5iOzPOtDmDy,0.202,0.0256,-30.112,0.0758,0.963,0.918,0.122,0.0803,128.13,203670,asmr
ASMR Anonymous,Computer Typing,45,2tHXEXIwCZ3Fqp2e5qJV6Y,spotify:track:2tHXEXIwCZ3Fqp2e5qJV6Y,0.29,0.0873,-50.618,0.0306,0.0152,0.889,0.104,0.0293,139.955,125496,asmr
Gibi ASMR,Whispered Relaxing Haircut Pt. 4,41,7m6D2ejHX0vpPEGJeQAseP,spotify:track:7m6D2ejHX0vpPEGJeQAseP,0.524,0.0361,-39.384,0.141,0.000128,0.00448,0.0704,0.181,104.517,332760,asmr
ASMR Glow,Intense Ear Relaxation Pt 1,44,4z8xtFGUkd2378nmpCkraN,spotify:track:4z8xtFGUkd2378nmpCkraN,0.535,0.0492,-39.104,0.183,0.00115,4.64e-05,0.301,0.233,112.067,339672,asmr
Gibi ASMR,Whispered Relaxing Haircut Pt. 5,40,1a60dSOLbMcZhrXs4w0XXM,spotify:track:1a60dSOLbMcZhrXs4w0XXM,0.378,0.0137,-40.685,0.198,2.96e-05,0.0133,0.121,0.204,85.446,340152,asmr
Nature Recordings,Sounds of Sad Whales,43,6I7MP0flhHZ7xKmsXm8S4F,spotify:track:6I7MP0flhHZ7xKmsXm8S4F,0.248,0.0477,-27.274,0.0434,0.991,0.962,0.0758,0.0324,67.588,114719,asmr
Gibi ASMR,Whispered Relaxing Haircut Pt. 6,40,21Fzow7ardx92MWMkgWoOH,spotify:track:21Fzow7ardx92MWMkgWoOH,0.346,0.0127,-41.408,0.141,2.31e-05,0.0245,0.0864,0.184,82.447,315600,asmr
ASMR Fan Sounds,White Noise Box Fan,36,70mSbSY5IOcidVw6SIxvZX,spotify:track:70mSbSY5IOcidVw6SIxvZX,0.166,0.211,-18.753,0.0874,0.145,0.688,0.505,0.0307,73.012,167594,asmr
ASMR Cherry Crush,Ear Licking,43,4HDPnTAh0PO6wxnFK5mhnN,spotify:track:4HDPnTAh0PO6wxnFK5mhnN,0.654,0.0905,-30.897,0.393,0.00468,0.642,0.246,0.219,73.547,308000,asmr
ASMR HD,Asmr: Big Air Conditioner,42,7DAEz5dtYUP2qkuOGsLE71,spotify:track:7DAEz5dtYUP2qkuOGsLE71,0.172,0.172,-20.766,0.0679,0.967,0.989,0.0993,0.0271,68.399,139861,asmr
ASMR HD,Asmr: Rain on Window - Deep Sleep Sound,40,1Wg38ZFXfsQrOyOyUO7FXO,spotify:track:1Wg38ZFXfsQrOyOyUO7FXO,0.276,0.985,-22.059,0.0464,0.857,0.649,0.949,0.0131,78.966,179736,asmr
Binaural reality,Binaural Whales Sound 2,41,0QQL2dGifMFHOpHRTjPuHB,spotify:track:0QQL2dGifMFHOpHRTjPuHB,0.183,0.152,-30.711,0.0896,0.95,0.895,0.0986,0.0382,74.09,205785,asmr
ASMR HD,Asmr - Dark Rain,35,7doEcc8ZvmcPZPhVVnfj2B,spotify:track:7doEcc8ZvmcPZPhVVnfj2B,0.189,0.661,-21.52,0.0613,0.00761,0.755,0.41,0.141,141.221,93525,asmr
Ivo Phi,Binaural Theta Sinus - 130 Hz - L 137 Hz - R,53,7LU7ssbGncKCBlyESFZCue,spotify:track:7LU7ssbGncKCBlyESFZCue,0.139,0.0341,-33.45,0.105,0.749,0.596,0.0907,0.0365,176.308,210000,asmr
Mindful Behaviour,Alpha 10 Hz,53,7qULBKJPUl7W5yZ0rNFV34,spotify:track:7qULBKJPUl7W5yZ0rNFV34,0.328,0.0217,-31.895,0.101,0.971,0.961,0.108,0.235,70.365,207950,asmr
Nature Recordings,Summmer Forest,57,2zWCsaxlGbohARJlNQ5aSM,spotify:track:2zWCsaxlGbohARJlNQ5aSM,0.483,0.28,-33.437,0.224,0.119,0.597,0.316,0.083,138.287,243920,asmr
Vorssenn,Binaural Alpha Sinus 150 Hz - 164 Hz,53,4EjAX6Pb5O3NljvbaanrRB,spotify:track:4EjAX6Pb5O3NljvbaanrRB,0.237,0.00268,-37.978,0.0609,0.8,0.725,0.109,0.0259,137.786,202583,asmr
Masters of Binaurality,Binaural Cricket Forest,46,5RXK8nAPqcP8evMwzRUVat,spotify:track:5RXK8nAPqcP8evMwzRUVat,0.277,0.444,-33.466,0.0481,0.591,0.453,0.0836,0.0269,69.374,165102,asmr
ASMR For Sleep,Asmr: Relaxing Ocean,44,1bT8rryqE1Qe2elHd1Fivh,spotify:track:1bT8rryqE1Qe2elHd1Fivh,0.21,0.594,-18.816,0.0531,0.957,0.994,0.109,0.00505,70.912,102005,asmr
Gibi ASMR,Ear Attention Part 1,49,4qdYR3HNR2Hdc8z1zjOkQO,spotify:track:4qdYR3HNR2Hdc8z1zjOkQO,0.486,0.00573,-33.161,0.149,0.0254,0.637,0.111,0.0701,80.03,350712,asmr
The Monotone Droner,Limbo,48,5VPo4IXOerHSXbxfq1w4wL,spotify:track:5VPo4IXOerHSXbxfq1w4wL,0.225,0.0515,-26.232,0.0417,0.301,0.657,0.111,0.0226,90.533,204499,asmr
FX Technician,Crickets by the Ocean 2 Binaural Crickets by the Ocean 2 Binaural,44,5S3eCI1QR0NGpWTR5asKLO,spotify:track:5S3eCI1QR0NGpWTR5asKLO,0.146,0.998,-10.878,0.0602,0.915,0.858,0.358,0.0134,168.964,182069,asmr
Vorssenn,Binaural Alpha Sinus 120 Hz - 128 Hz,48,1dkEjpn7OcceNXA8TbO6fO,spotify:track:1dkEjpn7OcceNXA8TbO6fO,0.138,0.152,-17.319,0.0685,0.858,0.848,0.119,0.0349,81.558,208000,asmr
Nature Recordings,Birds And Breeze,50,5vRvzOHbx40CCMkmSC28fY,spotify:track:5vRvzOHbx40CCMkmSC28fY,0.199,0.358,-42.416,0.0508,0.59,0.000501,0.774,0.0167,138.944,232000,asmr
The Entrainment,Binaural Beta Sinus Drone II,48,0lkzynfIVpyaY80ARPIFwy,spotify:track:0lkzynfIVpyaY80ARPIFwy,0.0733,0.012,-28.885,0.0567,0.996,0.99,0.0864,0.0307,176.654,212000,asmr
Synchrophonic,Creature,48,6Vd4pngwOAsq3mDsiW3fKC,spotify:track:6Vd4pngwOAsq3mDsiW3fKC,0.271,0.00377,-38.675,0.05,0.933,0.973,0.106,0.0349,69.091,220368,asmr
Subtracters,Sinus 100 Hz - L 114 Hz - R Drone,48,7vHODRL4ZfNcnU6YJjMdT7,spotify:track:7vHODRL4ZfNcnU6YJjMdT7,0.267,0.0222,-30.942,0.0877,0.995,0.918,0.106,0.0316,65.044,204040,asmr
The Entrainment,Binaural Beta Sinus Drone IIII,47,57QUuHrWZz08HialRptMC4,spotify:track:57QUuHrWZz08HialRptMC4,0.169,0.00703,-33.925,0.0594,0.979,0.322,0.118,0.0269,136.396,214908,asmr
Gibi ASMR,Ear Attention Part 2,47,29UmoCMPRGV9c515o1ZEXY,spotify:track:29UmoCMPRGV9c515o1ZEXY,0.547,0.0145,-32.832,0.229,0.00456,0.0841,0.117,0.0632,94.392,285144,asmr
ASMR,Gamma Wave Sonic,46,0U6xL1QplCiY4y9vbwasf4,spotify:track:0U6xL1QplCiY4y9vbwasf4,0.0753,0.00953,-38.173,0.0451,0.963,0.981,0.114,0.0337,176.459,119648,asmr
FX Technician,Crickets by the Ocean,43,7nwaMlKXEzbOIEIpAKSUdU,spotify:track:7nwaMlKXEzbOIEIpAKSUdU,0.168,0.998,-10.537,0.0848,0.978,0.917,0.922,0.00861,75.186,240000,asmr
Gibi ASMR,Ear Attention Part 3,46,1Oc5mNfIwEewCQia21C6S4,spotify:track:1Oc5mNfIwEewCQia21C6S4,0.496,0.117,-31.399,0.226,0.0407,0.363,0.115,0.191,68.001,258578,asmr
Subtracters,Sinus 90 Hz - L 120 Hz - R Drone,46,0v2mApJ0py4fN6dqzkBJ5t,spotify:track:0v2mApJ0py4fN6dqzkBJ5t,0.213,0.15,-22.73,0.0454,0.777,0.938,0.111,0.0541,86.774,208000,asmr
ASMR SLEEP,Space Heater,40,606dXgatVWmz4j5Fwd6JNF,spotify:track:606dXgatVWmz4j5Fwd6JNF,0.181,0.143,-37.613,0.0608,0.93,0.176,0.111,0.0301,69.7,72081,asmr
Gibi ASMR,Ear Attention Part 4,45,0rxR6UpVjH3jjNfIV0OMA1,spotify:track:0rxR6UpVjH3jjNfIV0OMA1,0.402,0.00575,-35.858,0.141,0.203,0.643,0.105,0.0532,103.152,263882,asmr
FX Technician,Crickets Forest 1,42,4jS6Wivh5DWvmd3f5RdaFI,spotify:track:4jS6Wivh5DWvmd3f5RdaFI,0.256,0.295,-26.131,0.0491,0.16,0.973,0.232,0.137,71.304,147292,asmr
Ivo Phi,Binaural Theta Sinus - 100 Hz - L 104 Hz - R,44,6gviYIh8Y5nCzyPKfhigcR,spotify:track:6gviYIh8Y5nCzyPKfhigcR,0.213,0.0182,-33.426,0.0737,0.902,0.73,0.109,0.547,144.278,218000,asmr
Ivo Phi,Binaural Theta Sinus - 100 Hz - L 106 Hz - R,44,5aINJWtQyHHpSnIk5kdI16,spotify:track:5aINJWtQyHHpSnIk5kdI16,0.21,0.0402,-25.404,0.0535,0.934,0.965,0.0999,0.149,68.207,214085,asmr
FX Sleep Creator,Mindul Gamma,45,3LpE1uxGM1fO55mSDq2M6c,spotify:track:3LpE1uxGM1fO55mSDq2M6c,0.171,0.172,-18.841,0.0628,0.988,0.876,0.112,0.0207,123.336,216130,asmr
Gibi ASMR,Whispered Relaxing Haircut Pt. 1,43,1KBkjw9UB64F26LJn2rMD1,spotify:track:1KBkjw9UB64F26LJn2rMD1,0.474,0.0463,-39.577,0.0794,0.000715,0.0,0.169,0.101,87.28,365232,asmr
Masters of Binaurality,100-150 Hz Pads,45,4uTDjinJd0UitcEocsJwjh,spotify:track:4uTDjinJd0UitcEocsJwjh,0.106,0.0367,-24.917,0.152,0.893,0.808,0.111,0.58,77.667,228844,asmr
FX Sleep Creator,Binaural Gamma Sinus,45,5atzZuwR5UNZSCxkblkX2p,spotify:track:5atzZuwR5UNZSCxkblkX2p,0.183,0.0522,-26.128,0.0552,0.995,0.997,0.102,0.0221,68.155,203417,asmr
X Life,Laundry Room Washing Machine,43,0HbrN1BYDcn8wHoFpD2tjp,spotify:track:0HbrN1BYDcn8wHoFpD2tjp,0.155,0.00465,-39.735,0.0601,0.804,0.941,0.11,0.0345,132.341,139380,asmr
Weather Factory,Irish Rain and Thunder,39,4j3YRggLHjLwMmzABcgWLe,spotify:track:4j3YRggLHjLwMmzABcgWLe,0.0816,0.848,-19.556,0.06,0.682,0.913,0.209,0.0249,170.623,209374,asmr
Gibi ASMR,Whispered Relaxing Haircut Pt. 2,42,0N4PyikAFhX78iDgsHMme5,spotify:track:0N4PyikAFhX78iDgsHMme5,0.515,0.0356,-41.568,0.111,0.000943,0.000107,0.0786,0.119,101.757,356832,asmr
The Audio FX Crew,Evening by the river,41,4Kng9Nfr7xGuqiJ79gBsMU,spotify:track:4Kng9Nfr7xGuqiJ79gBsMU,0.162,0.986,-15.066,0.0642,0.946,0.899,0.489,0.00102,75.891,157154,asmr
ASMR HD,Asmr: Thunderstorm: Deep Sleep,41,7a1dLhvPOSKSLJvCnGoxRb,spotify:track:7a1dLhvPOSKSLJvCnGoxRb,0.131,0.763,-19.21,0.0499,0.0234,0.549,0.645,0.124,94.702,138205,asmr
ASMR HD,"Asmr: Calm Water Stream, Easy Sleep - Loopable",41,6Yf7AZideW2cVHcnhdoo7x,spotify:track:6Yf7AZideW2cVHcnhdoo7x,0.336,0.997,-19.583,0.159,0.575,0.813,0.872,0.0237,89.42,148821,asmr
Gibi ASMR,Whispered Relaxing Haircut Pt. 3,41,7mgkhhGswOCTyccHvWRjMI,spotify:track:7mgkhhGswOCTyccHvWRjMI,0.575,0.0461,-39.458,0.172,0.000197,2.73e-06,0.331,0.114,111.418,347016,asmr
Delta Hz,Binaural Drone 90 Hz - 94 Hz,45,3H6N95PUqsD5iOzPOtDmDy,spotify:track:3H6N95PUqsD5iOzPOtDmDy,0.202,0.0256,-30.112,0.0758,0.963,0.918,0.122,0.0803,128.13,203670,asmr
ASMR Anonymous,Computer Typing,45,2tHXEXIwCZ3Fqp2e5qJV6Y,spotify:track:2tHXEXIwCZ3Fqp2e5qJV6Y,0.29,0.0873,-50.618,0.0306,0.0152,0.889,0.104,0.0293,139.955,125496,asmr
Gibi ASMR,Whispered Relaxing Haircut Pt. 4,41,7m6D2ejHX0vpPEGJeQAseP,spotify:track:7m6D2ejHX0vpPEGJeQAseP,0.524,0.0361,-39.384,0.141,0.000128,0.00448,0.0704,0.181,104.517,332760,asmr
ASMR Glow,Intense Ear Relaxation Pt 1,44,4z8xtFGUkd2378nmpCkraN,spotify:track:4z8xtFGUkd2378nmpCkraN,0.535,0.0492,-39.104,0.183,0.00115,4.64e-05,0.301,0.233,112.067,339672,asmr
